,Close,High,Open,Low
0,0.9192665015517625,0.9203528975167258,0.9164119043629605,0.9229003784638026
1,0.9180360932214287,0.9210554015232565,0.9162780792099793,0.9222612037735786
2,0.9197554749100876,0.9216676291878478,0.9160351191885978,0.9216679652902019
3,0.9208117087924235,0.9226493568896559,0.9174912782171377,0.9229161474403633
4,0.9190730656518667,0.9208961927611076,0.9165422342445038,0.9219907904543477
5,0.9185887790391176,0.9215405148015996,0.9172851417468304,0.9221170053843475
6,0.9177647767446075,0.9211737100226671,0.91570331767637,0.9199726654246807
7,0.9201180223807337,0.9218464162135728,0.9161091492257121,0.9212654499635397
8,0.9225999152686141,0.9245969913738493,0.9181436882480546,0.9236489280817507
9,0.9231394866240312,0.9260791449155173,0.9193454440344141,0.9251029430819994
10,0.9250043531267692,0.9270279233663355,0.9207832252379123,0.9258327516059514
11,0.9260830777228473,0.929068814212116,0.9224647237593537,0.9273788803684494
12,0.9270724117564035,0.9299307882564893,0.9235341922942254,0.9281656353330395
13,0.9281524246349966,0.9311951115994486,0.924616231412028,0.9291676427486977
14,0.929163411290432,0.9322722333883897,0.9254566562570393,0.9302657435837448
15,0.9303506911859367,0.933475677758535,0.9266455923252286,0.9311736421382769
16,0.9312338131403642,0.9346362970711998,0.9277436707294264,0.9321210848650459
17,0.931911741314337,0.935590167681535,0.9286905244506563,0.9328252379175763
18,0.9327424043043513,0.9364742385047088,0.929357339480914,0.9334736292676034
19,0.9336745452980117,0.9374595866010549,0.930187273231988,0.93439211749822
20,0.934714283445514,0.9384274842115721,0.9312189944093777,0.9352787927702548
21,0.9355219647185756,0.9394405309435938,0.9321092274263006,0.9361741571038988
22,0.9363609782862506,0.9403407505412713,0.9329942109871564,0.9369606022364
23,0.9372209090863136,0.9412885378268581,0.9338571993816969,0.9377518186029115
24,0.9380894364214127,0.9421996177144312,0.934685424161842,0.938581623420057
25,0.9390165043829083,0.943148476989154,0.9356067808687034,0.9394481160059401
26,0.9398659488915114,0.944096298478176,0.9364904317948217,0.9403056098935542
27,0.9407185420483306,0.9450112907929478,0.9373741591056988,0.9411308696319544
